WT #1 (1) Area	WT #1 (2) Area	KO #1 (3) Area	KO #1 (4) Area	WT #2 (5) Area	WT #2 (6) Area	KO #2 (7) Area	KO #2 (8) Area	MIXC57 #3 (9) Area	MIXC57 #3 (10) Area	MIXKO #3 (11) Area	MIXKO #3 (12) Area	C: Student's T-test Significant KO #1 Female_WT #1 Female	N: Log2 (KO #1 Female/WT #1 Female)	N: -Log p-value (KO #1 Female/WT #1 Female)	N: Log2 (KO #2 Male/WT #2 Male)	N: -Log p-value (KO #2 Male/WT #2 Male)	N: Log2 (MIXKO/MIXWT)	N: -Log p-value (MIXKO/MIXWT)	T: Protein Group	T: Protein ID	T: Accession	T: Significance	T: Coverage (%)	T: #Peptides	T: #Unique	T: PTM	T: Avg. Mass	T: Description
16,3782	18,4536	15,0248	18,3101	14,7155	18,7173	18,3624	14,5437	15,0455	17,4004	17,7796	18,8817		-0,748468	0,132425	-0,263371	0,0302038	2,10766	0,608331	978	2925	tr|A2A3W1|A2A3W1_MOUSE	1,82	14	1	1		14637	Septin 6 (Fragment) OS=Mus musculus OX=10090 GN=Septin6 PE=1 SV=1
15,9768	18,4536	13,4956	18,3101	15,9681	18,7173	18,3624	14,4623	14,5001	17,4004	17,7796	18,8817		-1,31238	0,170227	-0,930338	0,134192	2,38036	0,577278	978	2926	Q9R1T4|SEPT6_MOUSE	1,82	5	1	1		49620	Septin-6 OS=Mus musculus OX=10090 GN=Septin6 PE=1 SV=4
16,7537	20,4476	19,2232	19,6186	19,3299	19,719	15,9484	18,7439	19,8727	19,9068	18,8727	15,0713		0,820276	0,153703	-2,17835	0,58059	-2,91775	0,577512	585	1140	P62137|PP1A_MOUSE	1,82	8	2	1	Acetylation (N-term)	37540	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1ca PE=1 SV=1
18,3365	18,5088	17,9714	19,0717	19,4913	20,0691	19,668	19,5823	18,8484	19,6505	19,2208	19,5657		0,0989075	0,0578019	-0,155044	0,188059	0,143775	0,111714	1071	3130	Q8BK67|RCC2_MOUSE	1,82	4	2	2		55983	Protein RCC2 OS=Mus musculus OX=10090 GN=Rcc2 PE=1 SV=1
19,816	19,6347	16,8113	20,5823	18,1605	19,7307	21,1457	20,9882	19,3012	19,7389	19,8832	19,5011		-1,02852	0,193487	2,12132	0,93943	0,172059	0,212022	893	1983	Q9DCT8|CRIP2_MOUSE	1,79	6	1	1	Phosphorylation (STY)	22727	Cysteine-rich protein 2 OS=Mus musculus OX=10090 GN=Crip2 PE=1 SV=1
18,4656	16,8361	16,6937	17,6382	16,7602	18,7439	17,9545	17,2419	16,734	18,8965	18,3452	18,7634		-0,484932	0,181871	-0,153842	0,0470505	0,739058	0,243136	754	1686	tr|A2AQ42|A2AQ42_MOUSE	1,79	5	2	2	Oxidation (M)	68424	Formin binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1
18,4656	16,8361	16,6937	17,6382	16,7602	18,7439	17,9545	17,2419	16,734	18,8965	18,3452	18,7634		-0,484932	0,181871	-0,153842	0,0470505	0,739058	0,243136	754	1687	tr|A2AQ45|A2AQ45_MOUSE	1,79	5	2	2	Oxidation (M)	68978	Formin binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1
18,4656	16,8361	16,6937	17,6382	16,7602	18,7439	17,9545	17,2419	16,734	18,8965	18,3452	18,7634		-0,484932	0,181871	-0,153842	0,0470505	0,739058	0,243136	754	1707	tr|A0A0A6YWT1|A0A0A6YWT1_MOUSE	1,79	9	2	2	Oxidation (M)	40297	Formin binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1
18,4656	16,8361	16,6937	17,6382	16,7602	18,7439	17,9545	17,2419	16,734	18,8965	18,3452	18,7634		-0,484932	0,181871	-0,153842	0,0470505	0,739058	0,243136	754	1708	tr|F6VVN1|F6VVN1_MOUSE	1,79	8	2	2	Oxidation (M)	45274	Formin binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1
18,4656	16,8361	16,6937	17,6382	16,7602	18,7439	17,9545	17,2419	16,734	18,8965	18,3452	18,7634		-0,484932	0,181871	-0,153842	0,0470505	0,739058	0,243136	754	1709	tr|A2AQ43|A2AQ43_MOUSE	1,79	6	2	2	Oxidation (M)	64629	Formin binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1
18,4656	16,8361	16,6937	17,6382	16,7602	18,7439	17,9545	17,2419	16,734	18,8965	18,3452	18,7634		-0,484932	0,181871	-0,153842	0,0470505	0,739058	0,243136	754	1710	tr|A2AQ44|A2AQ44_MOUSE	1,79	6	2	2	Oxidation (M)	65184	Formin binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1
18,4656	16,8361	16,6937	17,6382	16,7602	18,7439	17,9545	17,2419	16,734	18,8965	18,3452	18,7634		-0,484932	0,181871	-0,153842	0,0470505	0,739058	0,243136	754	1711	tr|A2AQ41|A2AQ41_MOUSE	1,79	5	2	2	Oxidation (M)	71279	Formin binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1
18,4656	16,8361	16,6937	17,6382	16,7602	18,7439	17,9545	17,2419	16,734	18,8965	18,3452	18,7634		-0,484932	0,181871	-0,153842	0,0470505	0,739058	0,243136	754	1712	Q80TY0|FNBP1_MOUSE	1,79	5	2	2	Oxidation (M)	71344	Formin-binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=2
24,5812	24,8044	24,5926	23,9847	18,4293	24,6649	24,6153	24,3376	23,976	18,5657	23,7492	24,8997		-0,404134	0,470671	2,9293	0,349678	3,0536	0,414982	799	2045	tr|E9QP49|E9QP49_MOUSE	1,79	2	2	2		184801	EH domain binding protein 1-like 1 OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1
15,7384	15,1522	14,9918	16,8484	14,4252	18,185	16,7207	17,0319	17,392	17,5356	14,0072	17,7005		0,474811	0,17137	0,571188	0,102028	-1,60999	0,322843	799	2221	tr|A0A494BBL8|A0A494BBL8_MOUSE	1,79	3	1	1		79555	EH domain binding protein 1-like 1 (Fragment) OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1
19,2489	19,575	18,6558	21,4626	18,4972	18,9714	19,0426	20,4273	18,5915	18,6593	19,0506	18,9373		0,647293	0,160011	1,00064	0,515836	0,368578	1,5143	1136	3875	Q8BTF7|DNLI4_MOUSE	1,79	1	1	1		104120	DNA ligase 4 OS=Mus musculus OX=10090 GN=Lig4 PE=2 SV=2
22,5915	22,1673	23,2448	21,6141	24,4614	23,0967	22,3884	22,002	22,4041	22,6276	22,5189	22,8614		0,0500832	0,018634	-1,58387	0,809283	0,174337	0,315466	156	659	tr|A0A1Y7VJ48|A0A1Y7VJ48_MOUSE	1,78	70	10	10	"Carbamidomethylation;Deamidation (NQ);Oxidation (M)"	9927	Tubulin-specific chaperone A OS=Mus musculus OX=10090 GN=Tbca PE=1 SV=1
22,5915	22,1673	23,2448	21,6141	24,4614	23,0967	22,3884	22,002	22,4041	22,6276	22,5189	22,8614		0,0500832	0,018634	-1,58387	0,809283	0,174337	0,315466	156	660	P48428|TBCA_MOUSE	1,78	55	10	10	"Carbamidomethylation;Deamidation (NQ);Oxidation (M)"	12758	Tubulin-specific chaperone A OS=Mus musculus OX=10090 GN=Tbca PE=1 SV=3
21,0224	21,1143	21,0493	20,6276	19,853	20,1457	20,7715	19,2466	21,8913	21,8802	20,5823	20,953		-0,22993	0,399846	0,00969315	0,00385082	-1,11806	1,578	811	2517	tr|F7C106|F7C106_MOUSE	1,78	21	1	1		9014	Cytochrome c oxidase subunit 5B OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=2
21,0224	21,1143	21,0493	20,6276	19,853	20,1457	20,7715	19,2466	21,8913	21,8802	20,5823	20,953		-0,22993	0,399846	0,00969315	0,00385082	-1,11806	1,578	811	2607	tr|A0A0A6YVR0|A0A0A6YVR0_MOUSE	1,78	18	1	1		10336	Cytochrome c oxidase subunit 5B (Fragment) OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1
21,0224	21,1143	21,0493	20,6276	19,853	20,1457	20,7715	19,2466	21,8913	21,8802	20,5823	20,953		-0,22993	0,399846	0,00969315	0,00385082	-1,11806	1,578	811	2715	P19536|COX5B_MOUSE	1,78	14	1	1		13813	Cytochrome c oxidase subunit 5B  mitochondrial OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1
21,0224	21,1143	21,0493	20,6276	19,853	20,1457	20,7715	19,2466	21,8913	21,8802	20,5823	20,953		-0,22993	0,399846	0,00969315	0,00385082	-1,11806	1,578	811	2716	tr|Q9D881|Q9D881_MOUSE	1,78	14	1	1		13847	Cytochrome c oxidase subunit 5B  mitochondrial OS=Mus musculus OX=10090 GN=Cox5b-ps PE=1 SV=1
18,7439	18,3581	18,5768	16,3786	16,8238	17,92	17,3408	18,6971	19,7634	17,3495	17,0638	16,977		-1,07329	0,358889	0,647091	0,271375	-1,53605	0,479756	1068	3137	P18337|LYAM1_MOUSE	1,77	4	1	1		42288	L-selectin OS=Mus musculus OX=10090 GN=Sell PE=1 SV=1
18,7439	18,3581	18,5768	16,3786	16,8238	17,92	17,3408	18,6971	19,7634	17,3495	17,0638	16,977		-1,07329	0,358889	0,647091	0,271375	-1,53605	0,479756	1068	3138	tr|B1B507|B1B507_MOUSE	1,77	4	1	1		43585	L-selectin OS=Mus musculus OX=10090 GN=Sell PE=1 SV=1
20,1581	19,7764	19,8034	19,2066	19,2855	19,9601	19,185	19,3145	19,5933	19,9185	19,9054	19,9601		-0,462223	0,492305	-0,373064	0,407906	0,176828	0,402543	581	1330	P97821|CATC_MOUSE	1,77	10	3	3	Carbamidomethylation	52376	Dipeptidyl peptidase 1 OS=Mus musculus OX=10090 GN=Ctsc PE=1 SV=1
26,9203	26,3545	26,3712	26,7771	26,6595	26,5478	26,4754	26,5898	25,8974	26,3014	26,5898	26,7129		-0,0632391	0,0591821	-0,0710421	0,329729	0,551987	0,91904	48	101	P15864|H12_MOUSE	1,76	66	36	16	"Deamidation (NQ);Acetylation (N-term)"	21267	Histone H1.2 OS=Mus musculus OX=10090 GN=H1-2 PE=1 SV=2
19,5394	19,3365	19,4395	18,3836	18,5088	18,2967	17,2877	17,4004	18,5318	18,8515	17,9258	18,5165		-0,526388	0,36577	-1,0587	1,89876	-0,4705	0,528375	1001	2610	tr|Q3TCR7|Q3TCR7_MOUSE	1,76	1	1	1		97987	dynamin GTPase OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=1
19,5394	19,3365	19,4395	18,3836	18,5088	18,2967	17,2877	17,4004	18,5318	18,8515	17,9258	18,5165		-0,526388	0,36577	-1,0587	1,89876	-0,4705	0,528375	1001	2611	tr|F8WIV5|F8WIV5_MOUSE	1,76	1	1	1		98097	dynamin GTPase OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=2
19,5394	19,3365	19,4395	18,3836	18,5088	18,2967	17,2877	17,4004	18,5318	18,8515	17,9258	18,5165		-0,526388	0,36577	-1,0587	1,89876	-0,4705	0,528375	1001	2612	tr|G3X9G4|G3X9G4_MOUSE	1,76	1	1	1		98074	dynamin GTPase OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=1
19,5394	19,3365	19,4395	18,3836	18,5088	18,2967	17,2877	17,4004	18,5318	18,8515	17,9258	18,5165		-0,526388	0,36577	-1,0587	1,89876	-0,4705	0,528375	1001	2613	P39054|DYN2_MOUSE	1,76	1	1	1		98145	Dynamin-2 OS=Mus musculus OX=10090 GN=Dnm2 PE=1 SV=2
18,7106	14,9476	17,9431	17,1053	18,3538	18,3452	16,977	15,5922	17,0743	18,3277	18,1655	18,1104		0,69509	0,123251	-2,06487	1,01569	0,436932	0,253233	1073	3251	Q3U1F9|PHAG1_MOUSE	1,76	2	1	1		46550	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 OS=Mus musculus OX=10090 GN=Pag1 PE=1 SV=2
26,6998	26,4938	26,5754	26,4122	26,6458	26,6595	26,4362	26,6181	26,3745	26,5507	26,8974	26,9316		-0,102991	0,287977	-0,125523	0,51922	0,45186	1,4289	62	207	P43277|H13_MOUSE	1,75	50	30	7	"Deamidation (NQ);Phosphorylation (STY);Acetylation (N-term)"	22100	Histone H1.3 OS=Mus musculus OX=10090 GN=H1-3 PE=1 SV=2
28,1652	27,509	29,0349	28,4976	27,9539	27,9869	28,7988	28,6561	28,0864	28,341	27,7645	27,9428		0,929148	0,796441	0,757071	2,03465	-0,360045	0,834268	1104	3777	tr|F6T4M4|F6T4M4_MOUSE	1,75	6	1	1	Deamidation (NQ)	16242	Serine/arginine repetitive matrix 1 (Fragment) OS=Mus musculus OX=10090 GN=Srrm1 PE=1 SV=1
23,0542	23,0983	21,2933	23,9847	24,6209	24,2535	23,5045	23,6096	24,2891	24,4298	23,6971	24,1719		-0,437254	0,110082	-0,880134	1,35618	-0,424976	0,641643	952	2002	tr|F8WHR6|F8WHR6_MOUSE	1,75	2	2	2		117006	ATP-dependent RNA helicase OS=Mus musculus OX=10090 GN=Ddx46 PE=1 SV=1
23,0542	23,0983	21,2933	23,9847	24,6209	24,2535	23,5045	23,6096	24,2891	24,4298	23,6971	24,1719		-0,437254	0,110082	-0,880134	1,35618	-0,424976	0,641643	952	2003	Q569Z5|DDX46_MOUSE	1,75	2	2	2		117448	Probable ATP-dependent RNA helicase DDX46 OS=Mus musculus OX=10090 GN=Ddx46 PE=1 SV=2
19,4775	18,265	18,3452	14,8324	18,8636	19,5088	18,3752	18,7073	18,1898	18,8965	18,3836	18,9909		-2,28246	0,463154	-0,64501	0,662717	0,144125	0,104404	707	1930	Q9QZD9|EIF3I_MOUSE	1,74	4	1	1		36461	Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1
20,7056	21,8385	20,2419	17,5805	20,3962	21,0088	20,2302	21,4015	20,5731	19,8832	20,7471	20,4273		-2,36081	0,612262	0,113317	0,0556961	0,359069	0,351936	1064	3303	Q99KW9|TIP_MOUSE	1,74	2	1	1	Acetylation (N-term)	67465	T-cell immunomodulatory protein OS=Mus musculus OX=10090 GN=Itfg1 PE=1 SV=2
21,85	20,85	21,2477	20,9601	20,265	20,5356	20,8727	20,68	20,9951	21,5309	21,5777	21,8727		-0,246028	0,165658	0,376036	0,818483	0,462225	0,568969	766	1703	Q9D0J8|PTMS_MOUSE	1,74	25	2	2		11430	Parathymosin OS=Mus musculus OX=10090 GN=Ptms PE=1 SV=3
18,5356	16,4285	16,5188	15,6883	17,1357	17,1155	15,5864	15,913	16,5746	17,392	16,8238	17,0102		-1,37852	0,458873	-1,37594	1,85864	-0,06635	0,0512053	1029	3094	tr|Q8BWW3|Q8BWW3_MOUSE	1,73	3	1	1		54989	Phosphoacetylglucosamine mutase OS=Mus musculus OX=10090 GN=Pgm3 PE=1 SV=1
18,5356	16,4285	16,5188	15,6883	17,1357	17,1155	15,5864	15,913	16,5746	17,392	16,8238	17,0102		-1,37852	0,458873	-1,37594	1,85864	-0,06635	0,0512053	1029	3095	Q9CYR6|AGM1_MOUSE	1,73	2	1	1		59453	Phosphoacetylglucosamine mutase OS=Mus musculus OX=10090 GN=Pgm3 PE=1 SV=1
19,2877	18,8936	18,6132	15,0481	19,0211	19,5507	19,0399	18,8697	16,7731	17,9142	19,3815	18,6382		-2,25995	0,475299	-0,33111	0,448457	1,66622	0,872303	981	2936	P14131|RS16_MOUSE	1,73	8	1	1		16445	Small ribosomal subunit protein uS9 OS=Mus musculus OX=10090 GN=Rps16 PE=1 SV=4
17,7471	17,2042	17,4815	14,5208	17,4087	18,1457	18,7073	18,3495	16,0127	18,3012	17,7073	19,0638		-1,47451	0,365996	0,75116	0,681689	1,22859	0,343728	1014	2993	Q6NSR8|PEPL1_MOUSE	1,72	2	1	1		55940	Probable aminopeptidase NPEPL1 OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1
22,3778	22,7223	23,1931	21,4972	22,1765	22,239	22,3457	21,7098	21,9134	21,1825	21,4676	22,848		-0,20495	0,0784089	-0,179985	0,200701	0,609858	0,286823	255	542	P63028|TCTP_MOUSE	1,71	39	8	8	Carbamidomethylation	19462	Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1
17,3233	16,624	13,8435	16,9658	17,0102	14,4512	17,6168	17,1752	17,8238	15,6491	15,7095	16,3954		-1,56901	0,366399	1,66534	0,483865	-0,683952	0,215029	1173	3992	Q9Z0W1|TNR16_MOUSE	1,7	2	1	1		45647	Tumor necrosis factor receptor superfamily member 16 OS=Mus musculus OX=10090 GN=Ngfr PE=1 SV=2
19,4108	17,4972	18,2696	18,8361	16,92	18,3495	17,6382	17,7073	18,5127	14,7628	16,5702	18,8936		0,098875	0,031467	0,0379953	0,0166077	1,09412	0,174567	976	2406	tr|F6Q2E3|F6Q2E3_MOUSE	1,7	12	2	2		22952	Proteasome (prosome  macropain) 26S subunit  ATPase 3 (Fragment) OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=1
19,4108	17,4972	18,2696	18,8361	16,92	18,3495	17,6382	17,7073	18,5127	14,7628	16,5702	18,8936		0,098875	0,031467	0,0379953	0,0166077	1,09412	0,174567	976	2409	tr|A0A087WPH7|A0A087WPH7_MOUSE	1,7	8	2	2		34020	Proteasome (prosome  macropain) 26S subunit  ATPase 3 (Fragment) OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=6
19,4108	17,4972	18,2696	18,8361	16,92	18,3495	17,6382	17,7073	18,5127	14,7628	16,5702	18,8936		0,098875	0,031467	0,0379953	0,0166077	1,09412	0,174567	976	2411	tr|A2AGN7|A2AGN7_MOUSE	1,7	6	2	2		44669	Proteasome (prosome  macropain) 26S subunit  ATPase 3 OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=1
19,4108	17,4972	18,2696	18,8361	16,92	18,3495	17,6382	17,7073	18,5127	14,7628	16,5702	18,8936		0,098875	0,031467	0,0379953	0,0166077	1,09412	0,174567	976	2413	O88685|PRS6A_MOUSE	1,7	6	2	2		49549	26S proteasome regulatory subunit 6A OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=2
19,4108	17,4972	18,2696	18,8361	16,92	18,3495	17,6382	17,7073	18,5127	14,7628	16,5702	18,8936		0,098875	0,031467	0,0379953	0,0166077	1,09412	0,174567	976	2414	tr|B7ZCF1|B7ZCF1_MOUSE	1,7	6	2	2		50396	Proteasome (prosome  macropain) 26S subunit  ATPase 3 OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=1
19,3941	18,3189	18,4456	17,0638	18,3233	18,3365	16,7987	17,0319	18,4004	18,805	18,0372	18,6558		-1,10185	0,474742	-1,41463	2,17092	-0,256186	0,251932	1078	3289	Q8BMS9|RASF2_MOUSE	1,7	3	1	1		37973	Ras association domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rassf2 PE=1 SV=1
18,2696	14,3176	15,3853	17,0319	17,8906	18,5842	17,2696	17,5951	17,5878	17,6453	17,2419	17,734		-0,0849843	0,0123612	-0,80503	0,768586	-0,128611	0,183526	943	2646	Q9R0A0|PEX14_MOUSE	1,7	4	1	1		41208	Peroxisomal membrane protein PEX14 OS=Mus musculus OX=10090 GN=Pex14 PE=1 SV=1
17,7111	17,0319	15,3483	17,8606	15,7525	18,7602	18,392	16,8965	17,185	16,8484	15,4657	19,1028		-0,767072	0,210941	0,387921	0,0763359	0,267525	0,0472209	1052	3145	tr|Q3UID0|Q3UID0_MOUSE	1,7	2	1	1	Carbamidomethylation	124677	SWI/SNF related  matrix associated  actin dependent regulator of chromatin  subfamily c  member 2 OS=Mus musculus OX=10090 GN=Smarcc2 PE=1 SV=1
15,7778	17,0319	15,3708	17,8606	14,7494	18,7602	18,392	16,8965	17,185	16,8484	16,7505	19,1028		0,210907	0,0488492	0,889483	0,143843	0,909964	0,280851	1052	3146	Q6PDG5|SMRC2_MOUSE	1,7	2	1	1	Carbamidomethylation	132604	SWI/SNF complex subunit SMARCC2 OS=Mus musculus OX=10090 GN=Smarcc2 PE=1 SV=2
21,4476	21,1581	20,5731	20,5451	21,1519	20,7223	21,1395	21,0951	21,1886	21,2419	20,8876	21,6453		-0,743723	1,44159	0,180144	0,308132	0,0511999	0,0433053	402	464	tr|S4R1M0|S4R1M0_MOUSE	1,7	8	5	5	"Carbamidomethylation;Deamidation (NQ)"	128570	protein-tyrosine-phosphatase OS=Mus musculus OX=10090 GN=Ptprc PE=1 SV=1
21,4476	21,1581	20,5731	20,5451	21,1519	20,7223	21,1395	21,0951	21,1886	21,2419	20,8876	21,6453		-0,743723	1,44159	0,180144	0,308132	0,0511999	0,0433053	402	465	P06800|PTPRC_MOUSE	1,7	7	5	5	"Carbamidomethylation;Deamidation (NQ)"	144836	Receptor-type tyrosine-protein phosphatase C OS=Mus musculus OX=10090 GN=Ptprc PE=1 SV=4
27,217	26,7517	26,7129	26,4041	26,8142	27,5463	26,5667	26,8974	26,3662	26,3376	26,1984	27,2077		-0,425866	0,573967	-0,448197	0,4196	0,351145	0,252836	30	45	P10126|EF1A1_MOUSE	1,69	53	38	38	"Carbamidomethylation;Oxidation (M)"	50114	Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3
21,2243	20,6096	21,1269	19,6417	21,1206	20,7223	21,1395	21,1825	21,0559	20,8269	20,6714	21,8651		-0,532666	0,239853	0,239524	0,450631	0,326895	0,190773	471	985	Q9JIK5|DDX21_MOUSE	1,68	3	2	2	Oxidation (M)	93551	Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3
21,7223	21,2989	20,4476	18,9083	20,5915	20,417	19,3255	19,6988	20,3101	20,6453	19,7747	20,68		-1,8327	0,8281	-0,992079	1,39231	-0,250283	0,183262	773	2009	Q64511|TOP2B_MOUSE	1,68	0	1	1		181908	DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2
20,0559	19,2042	19,9459	17,9142	20,4972	19,7157	19,805	19,8515	20,1332	21,2707	19,3645	20,6714		-0,700005	0,229055	-0,278175	0,258845	-0,683981	0,29028	491	2277	P60840|ENSA_MOUSE	1,68	19	2	2	Acetylation (N-term)	13335	Alpha-endosulfine OS=Mus musculus OX=10090 GN=Ensa PE=1 SV=1
18,8606	18,2185	18,3365	19,209	20,4476	20,6006	20,5451	18,1206	18,6347	19,1028	17,8787	20,8727		0,233189	0,149488	-1,19124	0,366386	0,506952	0,113638	950	2632	tr|A0A0N4SVT3|A0A0N4SVT3_MOUSE	1,68	17	1	1		7197	Guanine nucleotide-binding protein subunit gamma (Fragment) OS=Mus musculus OX=10090 GN=Gng12 PE=1 SV=1
18,8606	18,2185	18,3365	19,209	20,4476	20,6006	20,5451	18,1206	18,6347	19,1028	17,8787	20,8727		0,233189	0,149488	-1,19124	0,366386	0,506952	0,113638	950	2633	Q9DAS9|GBG12_MOUSE	1,68	15	1	1		7997	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus OX=10090 GN=Gng12 PE=1 SV=3
18,8606	18,2185	18,3365	19,209	20,4476	20,6006	20,5451	18,1206	18,6347	19,1028	17,8787	20,8727		0,233189	0,149488	-1,19124	0,366386	0,506952	0,113638	950	2634	tr|A0A0N4SW28|A0A0N4SW28_MOUSE	1,68	13	1	1		9182	Guanine nucleotide-binding protein subunit gamma OS=Mus musculus OX=10090 GN=Gng12 PE=1 SV=1
21,8576	22,2302	21,6141	22,5045	22,4874	23,2214	22,1612	22,4526	21,6929	22,155	22,7223	22,6649		0,0154018	0,00991077	-0,547506	0,522988	0,76971	1,09365	238	633	Q64213|SF01_MOUSE	1,68	12	7	7	"Carbamidomethylation;Deamidation (NQ)"	70403	Splicing factor 1 OS=Mus musculus OX=10090 GN=Sf1 PE=1 SV=6
21,8576	22,2302	21,6141	22,5045	22,4874	23,2214	22,1612	22,4526	21,6929	22,155	22,7223	22,6649		0,0154018	0,00991077	-0,547506	0,522988	0,76971	1,09365	238	634	tr|D3YZC9|D3YZC9_MOUSE	1,68	14	7	7	"Carbamidomethylation;Deamidation (NQ)"	61756	Splicing factor 1 OS=Mus musculus OX=10090 GN=Sf1 PE=1 SV=1
21,8576	22,2302	21,6141	22,5045	22,4874	23,2214	22,1612	22,4526	21,6929	22,155	22,7223	22,6649		0,0154018	0,00991077	-0,547506	0,522988	0,76971	1,09365	238	636	tr|D3YZD0|D3YZD0_MOUSE	1,68	12	7	7	"Carbamidomethylation;Deamidation (NQ)"	68680	Splicing factor 1 OS=Mus musculus OX=10090 GN=Sf1 PE=1 SV=1
21,8576	22,2302	21,6141	22,5045	22,4874	23,2214	22,1612	22,4526	21,6929	22,155	22,7223	22,6649		0,0154018	0,00991077	-0,547506	0,522988	0,76971	1,09365	238	646	tr|E9Q4Q2|E9Q4Q2_MOUSE	1,68	14	7	7	"Carbamidomethylation;Deamidation (NQ)"	59699	Splicing factor 1 OS=Mus musculus OX=10090 GN=Sf1 PE=1 SV=1
17,92	15,768	17,8361	16,977	18,562	16,3816	17,8361	17,0532	15,1671	16,7471	15,394	16,8965		0,562601	0,170539	-0,0271044	0,00724499	0,18815	0,0560799	926	2614	Q99J45|NRBP_MOUSE	1,67	2	1	1		59866	Nuclear receptor-binding protein OS=Mus musculus OX=10090 GN=Nrbp1 PE=1 SV=1
17,92	15,768	17,8361	16,977	18,562	15,2291	17,8361	17,0532	15,3151	16,7471	14,7164	16,8965		0,562601	0,170539	0,549148	0,108587	-0,22466	0,0559664	926	2615	tr|D3YUV1|D3YUV1_MOUSE	1,67	2	1	1		60851	Nuclear receptor binding protein 1 OS=Mus musculus OX=10090 GN=Nrbp1 PE=1 SV=1
18,1655	13,4312	17,2326	17,624	17,9882	18,2419	15,0576	17,2967	17,0319	18,4815	18,0102	18,0479		1,62997	0,249154	-1,93787	0,64286	0,272377	0,128855	816	2208	tr|Q3USX5|Q3USX5_MOUSE	1,67	4	1	1	Carbamidomethylation	50158	Interleukin-1 receptor-associated kinase 4 OS=Mus musculus OX=10090 GN=Irak4 PE=1 SV=1
18,1655	16,3431	17,2326	17,624	17,9882	18,2419	14,7406	17,2967	17,0319	18,4815	18,0102	18,0479		0,174007	0,0609245	-2,09637	0,612231	0,272377	0,128855	816	2209	Q8R4K2|IRAK4_MOUSE	1,67	3	1	1	Carbamidomethylation	50872	Interleukin-1 receptor-associated kinase 4 OS=Mus musculus OX=10090 GN=Irak4 PE=1 SV=1
20,5261	21,2243	20,5638	20,3211	20,2419	20,68	19,4656	20,0426	19,4108	20,7715	19,3495	20,6453		-0,432748	0,440949	-0,706854	0,720602	-0,0937872	0,03171	762	1381	Q923D2|BLVRB_MOUSE	1,67	15	3	3		22197	Flavin reductase (NADPH) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=3
20,5261	21,2243	20,5638	20,3211	20,2419	20,68	19,4656	20,0426	19,4108	20,7715	19,3495	20,6453		-0,432748	0,440949	-0,706854	0,720602	-0,0937872	0,03171	762	1382	tr|E9PZC3|E9PZC3_MOUSE	1,67	12	3	3		26647	Biliverdin reductase B (flavin reductase (NADPH)) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=1
